date,year,month_name,day,MW,T_mean,T_max,T_min,V_mean_wind,hPa_mean
2020-06-09,2020,JUNIO,9,1743,14,17,11,5,1014.6
2020-06-10,2020,JUNIO,10,1741,13,17,11,5.7,1012.2
2020-06-11,2020,JUNIO,11,1740,13,15,10,6.6,1011
2020-06-12,2020,JUNIO,12,1721,15,19,12,7.9,1006.2
2020-06-13,2020,JUNIO,13,1692,11,15,8,15.7,1020
2020-06-14,2020,JUNIO,14,1538,8,12,3,7.5,1027.9
2020-06-15,2020,JUNIO,15,1557,12,14,10,16.3,1023
2020-06-16,2020,JUNIO,16,1721,16,20,14,10.5,1015.6
2020-06-17,2020,JUNIO,17,1700,19,22,17,10.6,1007.8
2020-06-18,2020,JUNIO,18,1668,16,20,13,12.6,1004.5
2020-06-19,2020,JUNIO,19,1715,13,16,11,10.3,1010.7
2020-06-20,2020,JUNIO,20,1533,12,14,9,10.7,1013
2020-06-21,2020,JUNIO,21,1380,14,18,12,16.8,1011.3
2020-06-22,2020,JUNIO,22,1696,12,14,9,15.5,1016.4
2020-06-23,2020,JUNIO,23,1720,14,15,13,7.9,1005.7
2020-06-24,2020,JUNIO,24,1753,13,15,11,16.1,1006
2020-06-25,2020,JUNIO,25,1778,11,13,8,12,1015.1
2020-06-26,2020,JUNIO,26,1820,10,14,6,6.2,1021.5
2020-06-27,2020,JUNIO,27,1687,11,15,8,4.7,1023.2
2020-06-28,2020,JUNIO,28,1523,10,12,6,9.8,1023.3
2020-06-29,2020,JUNIO,29,1766,12,13,10,21.7,1018.6
2020-06-30,2020,JUNIO,30,1869,11,13,10,17.9,1008.1
2020-07-01,2020,JULIO,1,1874,8,10,6,12,1016.9
2020-07-02,2020,JULIO,2,1849,8,11,6,7.3,1020.5
2020-07-03,2020,JULIO,3,1833,10,14,7,15.4,1015.9
2020-07-04,2020,JULIO,4,1691,11,14,9,15.1,1011.2
2020-07-05,2020,JULIO,5,1512,11,14,10,10.6,1014.9
2020-07-06,2020,JULIO,6,1828,9,12,6,6.8,1023.5
2020-07-07,2020,JULIO,7,1942,9,10,8,18.2,1024
2020-07-08,2020,JULIO,8,1865,9,13,7,8.7,1020.7
2020-07-09,2020,JULIO,9,1733,10,15,7,10.4,1019.2
2020-07-10,2020,JULIO,10,1730,11,13,10,19.5,1011
2020-07-11,2020,JULIO,11,1697,10,14,5,8.7,1013.8
2020-07-12,2020,JULIO,12,1577,11,15,8,10.1,1012.5
2020-07-13,2020,JULIO,13,1892,10,12,9,12.8,1018.9
2020-07-14,2020,JULIO,14,1955,8,13,3,7,1024.1
2020-07-15,2020,JULIO,15,1927,8,12,5,6.4,1023.8
2020-07-16,2020,JULIO,16,1888,11,13,10,8.4,1021.1
2020-07-17,2020,JULIO,17,1866,11,14,9,10.6,1017.7
2020-07-18,2020,JULIO,18,1689,14,16,12,7.4,1009.4
2020-07-19,2020,JULIO,19,1496,15,21,12,11.4,1008.6
2020-07-20,2020,JULIO,20,1735,17,22,14,5.1,1009.2
2020-07-21,2020,JULIO,21,1830,14,16,13,11.1,1010.4
2020-07-22,2020,JULIO,22,1848,14,15,13,6.9,1010.8
2020-07-23,2020,JULIO,23,1852,13,15,11,7.6,1011.3
2020-07-24,2020,JULIO,24,1893,9,11,6,14.1,1014.3
2020-07-25,2020,JULIO,25,1810,9,14,4,10.1,1018.6
2020-07-26,2020,JULIO,26,1562,11,16,7,13.4,1017.6
2020-07-27,2020,JULIO,27,1821,11,14,9,10.4,1015.3
2020-07-28,2020,JULIO,28,1934,8,12,4,10.1,1023.8
2020-07-29,2020,JULIO,29,1943,8,12,4,6.2,1027.6
2020-07-30,2020,JULIO,30,1943,11,14,9,13,1026.5
2020-07-31,2020,JULIO,31,1831,11,12,9,11.5,1023.2
2020-08-01,2020,AGOSTO,1,1654,12,16,9,13.1,1021.2
2020-08-02,2020,AGOSTO,2,1414,17,20,15,8.7,1018.3
2020-08-03,2020,AGOSTO,3,1664,15,20,12,17.9,1022.5
2020-08-04,2020,AGOSTO,4,1662,17,21,14,6.6,1020
2020-08-05,2020,AGOSTO,5,1644,18,20,16,7.4,1014.9
2020-08-06,2020,AGOSTO,6,1712,17,22,11,16.4,1022.4
2020-08-07,2020,AGOSTO,7,1844,11,12,10,25.8,1025.5
2020-08-08,2020,AGOSTO,8,1714,14,17,12,15,1021.3
2020-08-09,2020,AGOSTO,9,1507,14,17,13,10.1,1015.3
2020-08-10,2020,AGOSTO,10,1746,15,17,13,11.6,1008.7
2020-08-11,2020,AGOSTO,11,1902,11,14,6,11.2,1019.2
2020-08-12,2020,AGOSTO,12,1890,10,15,5,8.5,1017.5
2020-08-13,2020,AGOSTO,13,1840,12,18,8,10,1013.3
2020-08-14,2020,AGOSTO,14,1817,12,17,8,6,1010.2
2020-08-15,2020,AGOSTO,15,1704,13,17,8,12.5,1010.9
2020-08-16,2020,AGOSTO,16,1527,12,19,6,15.6,1013.2
2020-08-17,2020,AGOSTO,17,1572,13,16,3,7,1013.8
2020-08-18,2020,AGOSTO,18,1780,15,21,10,10.3,1009.1
2020-08-19,2020,AGOSTO,19,1904,10,14,7,11.9,1021
2020-08-20,2020,AGOSTO,20,1889,8,13,4,8.6,1031.5
2020-08-21,2020,AGOSTO,21,1810,11,16,7,11.3,1029.1
2020-08-22,2020,AGOSTO,22,1645,12,16,8,11.4,1026.1
2020-08-23,2020,AGOSTO,23,1456,14,17,11,14.2,1020.3
2020-08-24,2020,AGOSTO,24,1626,16,20,13,13.1,1014.2
2020-08-25,2020,AGOSTO,25,1693,17,18,16,16.3,1009.6
2020-08-26,2020,AGOSTO,26,1692,17,20,15,12.6,1007
2020-08-27,2020,AGOSTO,27,1700,14,18,12,14.1,1016
2020-08-28,2020,AGOSTO,28,1713,14,16,12,15.9,1015.2
2020-08-29,2020,AGOSTO,29,1604,15,16,13,7.8,1013.3
2020-08-30,2020,AGOSTO,30,1479,9,12,5,10.4,1024.6
2020-08-31,2020,AGOSTO,31,1760,10,13,7,12.4,1029.1
2020-09-01,2020,SEPTIEMBRE,1,1879,9,11,8,25.9,1033
2020-09-02,2020,SEPTIEMBRE,2,1951,11,12,10,34.9,1021.1
2020-09-03,2020,SEPTIEMBRE,3,1887,10,13,8,9.9,1014.5
2020-09-04,2020,SEPTIEMBRE,4,1810,12,16,9,10.9,1018.2
2020-09-05,2020,SEPTIEMBRE,5,1676,12,14,11,16.1,1022
2020-09-06,2020,SEPTIEMBRE,6,1502,11,13,9,22,1025.7
2020-09-07,2020,SEPTIEMBRE,7,1650,12,15,9,17.9,1025.3
2020-09-08,2020,SEPTIEMBRE,8,1683,14,18,12,17.1,1020.4
2020-09-09,2020,SEPTIEMBRE,9,1699,16,18,14,10.1,1016.7
2020-09-10,2020,SEPTIEMBRE,10,1687,15,17,13,9.3,1016.9
2020-09-11,2020,SEPTIEMBRE,11,1722,17,20,14,10.7,1012.5
2020-09-12,2020,SEPTIEMBRE,12,1623,13,14,10,11.8,1017.3
2020-09-13,2020,SEPTIEMBRE,13,1445,15,18,11,10.6,1015.2
2020-09-14,2020,SEPTIEMBRE,14,1673,13,16,9,10.7,1026.5
2020-09-15,2020,SEPTIEMBRE,15,1767,13,15,11,15.4,1022.5
2020-09-16,2020,SEPTIEMBRE,16,1718,14,16,10,9.8,1017
2020-09-17,2020,SEPTIEMBRE,17,1674,17,26,11,11.6,1012.7
2020-09-18,2020,SEPTIEMBRE,18,1642,18,21,15,12.9,1010.1
2020-09-19,2020,SEPTIEMBRE,19,1609,14,16,11,9.4,1020.6
2020-09-20,2020,SEPTIEMBRE,20,1453,14,20,9,11.4,1022.9
2020-09-21,2020,SEPTIEMBRE,21,1681,12,17,7,10.7,1024.9
2020-09-22,2020,SEPTIEMBRE,22,1767,13,17,11,15.7,1022.6
2020-09-23,2020,SEPTIEMBRE,23,1720,16,20,13,10.5,1020.6
2020-09-24,2020,SEPTIEMBRE,24,1698,16,19,13,18.4,1019.7
2020-09-25,2020,SEPTIEMBRE,25,1751,16,18,15,23,1015.9
2020-09-26,2020,SEPTIEMBRE,26,1613,16,19,15,18.5,1009.1
2020-09-27,2020,SEPTIEMBRE,27,1467,16,17,13,13.2,1005.4
2020-09-28,2020,SEPTIEMBRE,28,1641,16,23,10,10.8,1011.7
2020-09-29,2020,SEPTIEMBRE,29,1647,17,22,14,11.1,1011.3
2020-09-30,2020,SEPTIEMBRE,30,1650,19,23,17,10,1006.8
2020-10-01,2020,OCTUBRE,1,1640,18,21,15,10.7,1008.1
2020-10-02,2020,OCTUBRE,2,1671,13,17,10,28.4,1019.4
2020-10-03,2020,OCTUBRE,3,1634,9,12,7,26.5,1030.1
2020-10-04,2020,OCTUBRE,4,1535,12,15,9,28.8,1023.8
2020-10-05,2020,OCTUBRE,5,1700,14,18,11,13.3,1016.3
2020-10-06,2020,OCTUBRE,6,1699,15,18,11,10.1,1015.9
2020-10-07,2020,OCTUBRE,7,1649,18,25,13,10.1,1014.4
2020-10-08,2020,OCTUBRE,8,1651,17,21,13,12.4,1016.5
2020-10-09,2020,OCTUBRE,9,1636,19,24,14,11,1014.1
2020-10-10,2020,OCTUBRE,10,1537,16,19,12,13.2,1015.9
2020-10-11,2020,OCTUBRE,11,1419,17,19,14,18.5,1012.9
2020-10-12,2020,OCTUBRE,12,1408,16,22,12,10.7,1016.3
2020-10-13,2020,OCTUBRE,13,1575,18,21,15,9.8,1016.3
2020-10-14,2020,OCTUBRE,14,1648,20,24,17,9.4,1015
2020-10-15,2020,OCTUBRE,15,1626,16,22,13,18.9,1022
2020-10-16,2020,OCTUBRE,16,1683,19,21,17,19.9,1020.5
2020-10-17,2020,OCTUBRE,17,1579,20,22,19,12.8,1014.7
2020-10-18,2020,OCTUBRE,18,1481,23,27,20,10.6,1008.7
2020-10-19,2020,OCTUBRE,19,1611,23,26,19,15.2,1009
2020-10-20,2020,OCTUBRE,20,1622,14,18,12,34.1,1022
2020-10-21,2020,OCTUBRE,21,1686,15,17,13,35.2,1025.5
2020-10-22,2020,OCTUBRE,22,1632,16,17,14,27.2,1020.9
2020-10-23,2020,OCTUBRE,23,1567,18,21,16,12.9,1015.4
2020-10-24,2020,OCTUBRE,24,1487,18,21,17,17.2,1013.5
2020-10-25,2020,OCTUBRE,25,1354,20,21,17,12.9,1008.1
2020-10-26,2020,OCTUBRE,26,1491,19,22,16,14.1,1011.6
2020-10-27,2020,OCTUBRE,27,1547,17,20,14,13.9,1010.4
2020-10-28,2020,OCTUBRE,28,1574,17,22,14,11.9,1009.8
2020-10-29,2020,OCTUBRE,29,1582,15,18,12,11.3,1019.5
2020-10-30,2020,OCTUBRE,30,1566,14,17,10,12.9,1026.5
2020-10-31,2020,OCTUBRE,31,1477,16,20,14,14.1,1026
2020-11-01,2020,NOVIEMBRE,1,1359,18,21,16,15.7,1022.9
2020-11-02,2020,NOVIEMBRE,2,1576,19,21,17,16.1,1019.4
2020-11-03,2020,NOVIEMBRE,3,1643,19,21,17,21.5,1019.6
2020-11-04,2020,NOVIEMBRE,4,1665,19,22,16,24.6,1022
2020-11-05,2020,NOVIEMBRE,5,1644,19,23,16,21.5,1019.6
2020-11-06,2020,NOVIEMBRE,6,1674,20,24,17,19.5,1018.5
2020-11-07,2020,NOVIEMBRE,7,1589,21,23,19,16.1,1019.7
2020-11-08,2020,NOVIEMBRE,8,1455,21,24,19,20.2,1019.8
2020-11-09,2020,NOVIEMBRE,9,1655,20,21,18,20.9,1018.8
2020-11-10,2020,NOVIEMBRE,10,1678,20,23,18,21.4,1017
2020-11-11,2020,NOVIEMBRE,11,1688,20,23,18,20.3,1017.2
2020-11-12,2020,NOVIEMBRE,12,1678,20,22,18,19.1,1016.1
2020-11-13,2020,NOVIEMBRE,13,1715,21,23,19,18.6,1013.5
2020-11-14,2020,NOVIEMBRE,14,1612,22,24,20,11.8,1010
2020-11-15,2020,NOVIEMBRE,15,1446,20,25,16,12.8,1012.7
2020-11-16,2020,NOVIEMBRE,16,1662,21,24,16,9.1,1014.3
2020-11-17,2020,NOVIEMBRE,17,1716,22,25,18,15.4,1013.2
2020-11-18,2020,NOVIEMBRE,18,1718,22,25,19,15.3,1012.1
2020-11-19,2020,NOVIEMBRE,19,1673,20,23,18,19.2,1018.1
2020-11-20,2020,NOVIEMBRE,20,1725,20,23,18,21.1,1018
2020-11-21,2020,NOVIEMBRE,21,1629,22,26,19,21.1,1016
2020-11-22,2020,NOVIEMBRE,22,1490,23,27,19,17.4,1017.1
2020-11-23,2020,NOVIEMBRE,23,1564,24,31,20,20.2,1013.8
2020-11-24,2020,NOVIEMBRE,24,1737,26,31,22,16.7,1008.8
2020-11-25,2020,NOVIEMBRE,25,1745,22,26,20,18.5,1009.3
2020-11-26,2020,NOVIEMBRE,26,1672,22,26,18,9.7,1013.9
2020-11-27,2020,NOVIEMBRE,27,1762,22,26,18,17.4,1016.2
2020-11-28,2020,NOVIEMBRE,28,1646,22,25,18,19.2,1011.6
2020-11-29,2020,NOVIEMBRE,29,1492,24,32,19,11,1009.8
2020-11-30,2020,NOVIEMBRE,30,1613,18,24,13,20.1,1019.2
2020-12-01,2020,DICIEMBRE,1,,20,29,16,17.7,1015
2020-12-02,2020,DICIEMBRE,2,,23,27,20,12.1,1008.1
2020-12-03,2020,DICIEMBRE,3,,22,26,18,9.9,1007.5
2020-12-04,2020,DICIEMBRE,4,,20,24,16,14.5,1018.1
2020-12-05,2020,DICIEMBRE,5,,17,19,13,15.2,1025.3
2020-12-06,2020,DICIEMBRE,6,,19,23,15,17.8,1022.3
2020-12-07,2020,DICIEMBRE,7,,21,25,18,19.1,1018.6
2020-12-08,2020,DICIEMBRE,8,,22,25,19,19,1016
2020-12-09,2020,DICIEMBRE,9,,25,31,21,12.7,1014.5
2020-12-10,2020,DICIEMBRE,10,,27,32,24,12.3,1008.2
2020-12-11,2020,DICIEMBRE,11,,25,29,16,14.8,1005.4
2020-12-12,2020,DICIEMBRE,12,,24,28,18,8.3,1007.3
2020-12-13,2020,DICIEMBRE,13,,21,26,15,15.5,1008.7
2020-12-14,2020,DICIEMBRE,14,,22,27,18,16.7,1010.3
2020-12-15,2020,DICIEMBRE,15,,21,24,19,20.5,1009.3
2020-12-16,2020,DICIEMBRE,16,,21,25,16,19.1,1015.1
2020-12-17,2020,DICIEMBRE,17,,23,28,20,13.6,1013.1
2020-12-18,2020,DICIEMBRE,18,,26,32,22,8.3,1006.7
2020-12-19,2020,DICIEMBRE,19,,24,27,20,21.3,999
2020-12-20,2020,DICIEMBRE,20,,19,24,14,15.6,1009.4
2020-12-21,2020,DICIEMBRE,21,,20,23,14,9.2,1016
2020-12-22,2020,DICIEMBRE,22,,24,28,18,14.8,1015.3
2020-12-23,2020,DICIEMBRE,23,,26,30,23,16.1,1012.8
2020-12-24,2020,DICIEMBRE,24,,25,30,23,15.8,1011.8
2020-12-25,2020,DICIEMBRE,25,,,,,,
2020-12-26,2020,DICIEMBRE,26,,,,,,
2020-12-27,2020,DICIEMBRE,27,,,,,,
2020-12-28,2020,DICIEMBRE,28,,,,,,
2020-12-29,2020,DICIEMBRE,29,,,,,,
2020-12-30,2020,DICIEMBRE,30,,,,,,
2020-12-31,2020,DICIEMBRE,31,,,,,,
